,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Unnamed: 0.1_x,Unnamed: 0_x,capture_id,image_rank_in_capture,image_path_rel,Unnamed: 0.1_y,Unnamed: 0_y,season,site,roll,capture,capture_date_local,capture_time_local,subject_id,question__count_max,question__count_median,question__count_min,question__standing,question__resting,question__moving,question__eating,question__interacting,question__young_present,p_users_identified_this_species,pielous_evenness_index,question__horns_visible,labels,label,file,bbox,max_detection_conf,question__species
6767,47574,47574,47574,47574,47574,47574,47574,47574,47574,47574,47574,47574,47574,47574,47574,47574,98040,6775683,96644,SER_S11#E02#2#738,2,SER_S11/E02/E02_R2/SER_S11_E02_R2_IMAG2124.JPG,2536673,39288,SER_S11,E02,2,738,2015-11-22,10:23:07,21925326,3,2,2,0.2,0.0,0.1,0.9,0.0,0.0,1.0,0.0,,10,,SER_S11/E02/E02_R2/SER_S11_E02_R2_IMAG2124.JPG,"[0.544, 0.307, 0.072, 0.106]",0.894,giraffe
5622,66361,66361,66361,66361,66361,66361,66361,66361,66361,66361,66361,66361,66361,66361,66361,66361,81299,6759364,80325,SER_S11#C13#1#999,1,SER_S11/C13/C13_R1/SER_S11_C13_R1_IMAG2110.JPG,2529619,32234,SER_S11,C13,1,999,2015-08-18,15:35:46,19246302,5,3,3,0.0,0.0,0.25,1.0,0.0,0.25,0.5,0.92,,13,2.0,SER_S11/C13/C13_R1/SER_S11_C13_R1_IMAG2110.JPG,"[0.553, 0.56, 0.064, 0.037]",0.943,wildebeest
1605,40350,40350,40350,40350,40350,40350,40350,40350,40350,40350,40350,40350,40350,40350,40350,40350,83060,6761121,82082,SER_S11#C13#1#1718,3,SER_S11/C13/C13_R1/SER_S11_C13_R1_IMAG3873.JPG,2530335,32950,SER_S11,C13,1,1718,2015-09-26,16:58:12,19247016,1,1,1,0.16,0.0,0.16,1.0,0.0,0.0,1.0,0.0,,1,15.0,SER_S11/C13/C13_R1/SER_S11_C13_R1_IMAG3873.JPG,"[0.005, 0.064, 0.669, 0.936]",0.999,zebra
1733,68391,68391,68391,68391,68391,68391,68391,68391,68391,68391,68391,68391,68391,68391,68391,68391,337037,7010298,331259,SER_S11#K13#2#250,1,SER_S11/K13/K13_R2/SER_S11_K13_R2_IMAG0629.JPG,2626699,129314,SER_S11,K13,2,250,2015-10-01,06:05:48,29767972,1,1,1,0.89,0.0,0.11,0.0,0.0,0.0,1.0,0.0,,35,,SER_S11/K13/K13_R2/SER_S11_K13_R2_IMAG0629.JPG,"[0.0, 0.345, 0.263, 0.475]",0.998,gazellethomsons
9573,94859,94859,94859,94859,94859,94859,94859,94859,94859,94859,94859,94859,94859,94859,94859,94859,456133,7128325,449286,SER_S11#P09#1#132,1,SER_S11/P09/P09_R1/SER_S11_P09_R1_IMAG0359.JPG,2669663,172278,SER_S11,P09,1,132,2015-10-19,11:47:20,31558708,5,5,4,1.0,0.0,0.0,0.86,0.0,0.0,0.78,0.62,,35,,SER_S11/P09/P09_R1/SER_S11_P09_R1_IMAG0359.JPG,"[0.855, 0.494, 0.103, 0.117]",0.986,gazellethomsons
3812,57323,57323,57323,57323,57323,57323,57323,57323,57323,57323,57323,57323,57323,57323,57323,57323,305852,6979171,300132,SER_S11#K06#2#66,3,SER_S11/K06/K06_R2/SER_S11_K06_R2_IMAG0187.JPG,2615769,118384,SER_S11,K06,2,66,2015-11-03,17:54:10,29744846,11-50,11-50,10,0.38,0.0,0.88,0.88,0.12,0.0,0.8,0.64,,13,2.0,SER_S11/K06/K06_R2/SER_S11_K06_R2_IMAG0187.JPG,"[0.203, 0.533, 0.117, 0.136]",0.965,wildebeest
9864,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,5769,1292,6680325,1286,SER_S11#B03#1#540,1,SER_S11/B03/B03_R1/SER_S11_B03_R1_IMAG1290.JPG,2497925,540,SER_S11,B03,1,540,2015-10-12,11:09:20,18838018,2,1,1,0.42,0.0,0.25,0.33,0.0,0.0,0.63,0.69,,2,,SER_S11/B03/B03_R1/SER_S11_B03_R1_IMAG1290.JPG,"[0.006, 0.714, 0.686, 0.284]",0.982,warthog
1761,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,26781,202400,6878521,199482,SER_S11#H02#2#446,1,SER_S11/H02/H02_R2/SER_S11_H02_R2_IMAG1105.JPG,2575980,78595,SER_S11,H02,2,446,2015-11-23,14:43:40,27829177,2,1,1,0.1,0.0,0.9,0.0,0.0,0.0,1.0,0.0,,2,,SER_S11/H02/H02_R2/SER_S11_H02_R2_IMAG1105.JPG,"[0.358, 0.67, 0.331, 0.322]",0.981,warthog
5401,111168,111168,111168,111168,111168,111168,111168,111168,111168,111168,111168,111168,111168,111168,111168,111168,261799,6936344,257305,SER_S11#J03#2#79,2,SER_S11/J03/J03_R2/SER_S11_J03_R2_IMAG0167.JPG,2599832,102447,SER_S11,J03,2,79,2015-11-01,12:33:46,27912646,11-50,11-50,4,0.4,0.0,0.8,0.5,0.0,0.0,1.0,0.44,,13,2.0,SER_S11/J03/J03_R2/SER_S11_J03_R2_IMAG0167.JPG,"[0.066, 0.409, 0.036, 0.066]",0.975,wildebeest
2739,60741,60741,60741,60741,60741,60741,60741,60741,60741,60741,60741,60741,60741,60741,60741,60741,441771,7114030,434991,SER_S11#O13#2#150,1,SER_S11/O13/O13_R2/SER_S11_O13_R2_IMAG0436.JPG,2664594,167209,SER_S11,O13,2,150,2015-11-14,13:59:03,31552862,11-50,11-50,11-50,0.44,0.11,0.44,1.0,0.0,0.11,1.0,0.0,,13,2.0,SER_S11/O13/O13_R2/SER_S11_O13_R2_IMAG0436.JPG,"[0.881, 0.428, 0.118, 0.242]",0.997,wildebeest
2472,35107,35107,35107,35107,35107,35107,35107,35107,35107,35107,35107,35107,35107,35107,35107,35107,136839,6814249,135210,SER_S11#F03#1#1658,3,SER_S11/F03/F03_R1/SER_S11_F03_R1_IMAG4299.JPG,2550734,53349,SER_S11,F03,1,1658,2015-08-03,16:37:40,21939850,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.9,,2,,SER_S11/F03/F03_R1/SER_S11_F03_R1_IMAG4299.JPG,"[0.227, 0.289, 0.152, 0.167]",0.984,warthog
6738,12143,12143,12143,12143,12143,12143,12143,12143,12143,12143,12143,12143,12143,12143,12143,12143,96192,6773883,94844,SER_S11#E02#2#115,1,SER_S11/E02/E02_R2/SER_S11_E02_R2_IMAG0324.JPG,2536034,38649,SER_S11,E02,2,115,2015-10-25,12:42:56,21924702,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.42,0.82,0.0,11,,SER_S11/E02/E02_R2/SER_S11_E02_R2_IMAG0324.JPG,"[0, 0.164, 0.802, 0.738]",0.999,impala
6891,44057,44057,44057,44057,44057,44057,44057,44057,44057,44057,44057,44057,44057,44057,44057,44057,253640,6928610,249571,SER_S11#I11#1#1806,1,SER_S11/I11/I11_R1/SER_S11_I11_R1_IMAG1807.JPG,2595628,98243,SER_S11,I11,1,1806,2015-10-15,12:56:19,27907695,11-50,11-50,11-50,1.0,0.0,0.0,0.0,0.0,0.62,0.8,0.58,,35,,SER_S11/I11/I11_R1/SER_S11_I11_R1_IMAG1807.JPG,"[0.052, 0.566, 0.18, 0.289]",0.975,gazellethomsons
7943,91576,91576,91576,91576,91576,91576,91576,91576,91576,91576,91576,91576,91576,91576,91576,91576,218655,6894247,215208,SER_S11#H06#1#47,2,SER_S11/H06/H06_R1/SER_S11_H06_R1_IMAG0103.JPG,2581567,84182,SER_S11,H06,1,47,2015-09-10,13:16:12,27839652,2,2,2,0.33,0.0,0.83,0.75,0.0,0.33,1.0,0.81,,2,,SER_S11/H06/H06_R1/SER_S11_H06_R1_IMAG0103.JPG,"[0.627, 0.144, 0.09, 0.197]",0.998,warthog
4206,101878,101878,101878,101878,101878,101878,101878,101878,101878,101878,101878,101878,101878,101878,101878,101878,35542,6713708,34669,SER_S11#C02#2#518,1,SER_S11/C02/C02_R2/SER_S11_C02_R2_IMAG1481.JPG,2510850,13465,SER_S11,C02,2,518,2015-12-28,12:08:44,18883631,11-50,11-50,10,0.8,0.0,0.1,0.8,0.4,0.2,0.53,0.78,0.1,11,,SER_S11/C02/C02_R2/SER_S11_C02_R2_IMAG1481.JPG,"[0.786, 0.361, 0.159, 0.147]",0.993,impala
6371,50182,50182,50182,50182,50182,50182,50182,50182,50182,50182,50182,50182,50182,50182,50182,50182,412340,7085015,405976,SER_S11#N05#2#670,1,SER_S11/N05/N05_R2/SER_S11_N05_R2_IMAG1859.JPG,2653925,156540,SER_S11,N05,2,670,2015-11-29,23:07:47,31507007,4,4,4,0.5,0.0,0.0,0.5,0.0,0.5,0.29,0.96,0.5,11,,SER_S11/N05/N05_R2/SER_S11_N05_R2_IMAG1859.JPG,"[0.462, 0.45, 0.111, 0.114]",0.962,impala
9361,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,34804,6712970,33931,SER_S11#C02#2#264,1,SER_S11/C02/C02_R2/SER_S11_C02_R2_IMAG0743.JPG,2510596,13211,SER_S11,C02,2,264,2015-11-18,14:22:30,18881740,1,1,1,0.47,0.0,0.11,0.63,0.0,0.0,1.0,0.0,,2,,SER_S11/C02/C02_R2/SER_S11_C02_R2_IMAG0743.JPG,"[0.372, 0.435, 0.183, 0.14]",0.999,warthog
232,57079,57079,57079,57079,57079,57079,57079,57079,57079,57079,57079,57079,57079,57079,57079,57079,465412,7137544,458505,SER_S11#Q05#2#197,1,SER_S11/Q05/Q05_R2/SER_S11_Q05_R2_IMAG0516.JPG,2673094,175709,SER_S11,Q05,2,197,2015-12-12,19:46:43,31563556,1,1,1,0.57,0.0,0.71,0.0,0.0,0.0,1.0,0.54,,19,,SER_S11/Q05/Q05_R2/SER_S11_Q05_R2_IMAG0516.JPG,"[0.001, 0.496, 0.074, 0.369]",0.877,leopard
8258,23103,23103,23103,23103,23103,23103,23103,23103,23103,23103,23103,23103,23103,23103,23103,23103,203313,6879431,200392,SER_S11#H03#2#67,2,SER_S11/H03/H03_R2/SER_S11_H03_R2_IMAG0174.JPG,2576334,78949,SER_S11,H03,2,67,2015-11-04,11:28:41,27829852,1,1,1,0.75,0.0,0.25,0.0,0.0,0.0,0.4,0.88,,25,21.0,SER_S11/H03/H03_R2/SER_S11_H03_R2_IMAG0174.JPG,"[0.943, 0.34, 0.057, 0.266]",0.998,duiker
7561,76941,76941,76941,76941,76941,76941,76941,76941,76941,76941,76941,76941,76941,76941,76941,76941,287962,6962054,283015,SER_S11#J10#2#456,3,SER_S11/J10/J10_R2/SER_S11_J10_R2_IMAG1197.JPG,2609180,111795,SER_S11,J10,2,456,2015-10-11,15:20:30,29738518,1,1,1,0.14,0.0,0.14,1.0,0.0,0.0,0.78,0.95,,2,,SER_S11/J10/J10_R2/SER_S11_J10_R2_IMAG1197.JPG,"[0.859, 0.423, 0.141, 0.415]",0.998,warthog
6168,35272,35272,35272,35272,35272,35272,35272,35272,35272,35272,35272,35272,35272,35272,35272,35272,469483,7141579,462540,SER_S11#Q08#1#402,1,SER_S11/Q08/Q08_R1/SER_S11_Q08_R1_IMAG1187.JPG,2674620,177235,SER_S11,Q08,1,402,2015-09-24,13:22:17,31566512,5,5,1,0.67,0.0,0.33,0.83,0.0,0.0,0.67,0.82,,35,,SER_S11/Q08/Q08_R1/SER_S11_Q08_R1_IMAG1187.JPG,"[0.933, 0.254, 0.067, 0.159]",0.989,gazellethomsons
3596,89816,89816,89816,89816,89816,89816,89816,89816,89816,89816,89816,89816,89816,89816,89816,89816,108995,6786574,107535,SER_S11#E03#2#420,2,SER_S11/E03/E03_R2/SER_S11_E03_R2_IMAG1256.JPG,2540658,43273,SER_S11,E03,2,420,2015-10-08,18:29:49,21929549,6,6,4,0.0,0.0,1.0,0.0,0.0,0.8,0.62,0.71,0.2,11,,SER_S11/E03/E03_R2/SER_S11_E03_R2_IMAG1256.JPG,"[0.75, 0.626, 0.027, 0.058]",0.963,impala
6288,115995,115995,115995,115995,115995,115995,115995,115995,115995,115995,115995,115995,115995,115995,115995,115995,198110,6874637,195598,SER_S11#H01#1#425,1,SER_S11/H01/H01_R1/SER_S11_H01_R1_IMAG1008.JPG,2574235,76850,SER_S11,H01,1,425,2015-09-02,10:13:13,27734907,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.88,0.54,,10,,SER_S11/H01/H01_R1/SER_S11_H01_R1_IMAG1008.JPG,"[0, 0.001, 0.047, 0.046]",0.51,giraffe
4632,87008,87008,87008,87008,87008,87008,87008,87008,87008,87008,87008,87008,87008,87008,87008,87008,303906,6977249,298210,SER_S11#K03#2#495,3,SER_S11/K03/K03_R2/SER_S11_K03_R2_IMAG1388.JPG,2615021,117636,SER_S11,K03,2,495,2015-12-17,08:19:31,29744108,4,3,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,7,19.0,SER_S11/K03/K03_R2/SER_S11_K03_R2_IMAG1388.JPG,"[0.141, 0.508, 0.089, 0.083]",0.951,baboon
125,101504,101504,101504,101504,101504,101504,101504,101504,101504,101504,101504,101504,101504,101504,101504,101504,96217,6773904,94865,SER_S11#E02#2#122,1,SER_S11/E02/E02_R2/SER_S11_E02_R2_IMAG0345.JPG,2536043,38658,SER_S11,E02,2,122,2015-10-25,15:12:36,21924709,3,2,2,0.9,0.0,1.0,0.0,0.0,0.0,0.56,0.81,0.0,11,,SER_S11/E02/E02_R2/SER_S11_E02_R2_IMAG0345.JPG,"[0.271, 0.01, 0.728, 0.983]",0.999,impala
7641,20819,20819,20819,20819,20819,20819,20819,20819,20819,20819,20819,20819,20819,20819,20819,20819,171420,6848335,169296,SER_S11#G03#2#94,2,SER_S11/G03/G03_R2/SER_S11_G03_R2_IMAG0188.JPG,2564117,66732,SER_S11,G03,2,94,2015-10-31,10:30:24,21954135,9,8,7,0.09,0.0,1.0,0.0,0.0,0.36,0.69,0.71,0.0,11,,SER_S11/G03/G03_R2/SER_S11_G03_R2_IMAG0188.JPG,"[0.934, 0.568, 0.058, 0.08]",0.946,impala
6229,14256,14256,14256,14256,14256,14256,14256,14256,14256,14256,14256,14256,14256,14256,14256,14256,251363,6926337,247298,SER_S11#I06#1#293,2,SER_S11/I06/I06_R1/SER_S11_I06_R1_IMAG0535.JPG,2593644,96259,SER_S11,I06,1,293,2015-10-24,09:46:51,27905561,1,1,1,0.2,0.0,0.2,0.8,0.0,0.0,0.5,0.88,0.8,33,11.0,SER_S11/I06/I06_R1/SER_S11_I06_R1_IMAG0535.JPG,"[0.002, 0, 0.745, 0.99]",0.999,eland
1296,69192,69192,69192,69192,69192,69192,69192,69192,69192,69192,69192,69192,69192,69192,69192,69192,443274,7115524,436485,SER_S11#P05#1#492,1,SER_S11/P05/P05_R1/SER_S11_P05_R1_IMAG1416.JPG,2665117,167732,SER_S11,P05,1,492,2015-09-14,21:02:29,31553660,1,1,1,0.43,0.0,0.57,0.0,0.0,0.0,1.0,0.0,,15,14.0,SER_S11/P05/P05_R1/SER_S11_P05_R1_IMAG1416.JPG,"[0.745, 0.411, 0.255, 0.559]",0.997,porcupine
1976,25973,25973,25973,25973,25973,25973,25973,25973,25973,25973,25973,25973,25973,25973,25973,25973,344271,7017502,338463,SER_S11#L07#1#285,2,SER_S11/L07/L07_R1/SER_S11_L07_R1_IMAG0829.JPG,2629299,131914,SER_S11,L07,1,285,2015-07-13,14:19:57,29770723,9,7,6,0.4,0.0,1.0,0.6,0.0,0.0,0.5,0.84,0.8,33,11.0,SER_S11/L07/L07_R1/SER_S11_L07_R1_IMAG0829.JPG,"[0.055, 0.274, 0.739, 0.705]",0.984,eland
9717,106368,106368,106368,106368,106368,106368,106368,106368,106368,106368,106368,106368,106368,106368,106368,106368,375552,7048420,369381,SER_S11#M09#1#940,1,SER_S11/M09/M09_R1/SER_S11_M09_R1_IMAG2520.JPG,2640919,143534,SER_S11,M09,1,940,2015-08-03,13:25:56,29795976,2,1,1,0.11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,35,,SER_S11/M09/M09_R1/SER_S11_M09_R1_IMAG2520.JPG,"[0.69, 0.552, 0.225, 0.241]",0.996,gazellethomsons
9671,48336,48336,48336,48336,48336,48336,48336,48336,48336,48336,48336,48336,48336,48336,48336,48336,70859,6748948,69909,SER_S11#C12#1#105,2,SER_S11/C12/C12_R1/SER_S11_C12_R1_IMAG0231.JPG,2525758,28373,SER_S11,C12,1,105,2015-09-17,09:44:00,19242449,2,1,1,0.12,0.0,0.88,0.0,0.0,0.0,1.0,0.0,,1,15.0,SER_S11/C12/C12_R1/SER_S11_C12_R1_IMAG0231.JPG,"[0.557, 0.76, 0.289, 0.174]",0.993,zebra
5750,73052,73052,73052,73052,73052,73052,73052,73052,73052,73052,73052,73052,73052,73052,73052,73052,130800,6808244,129205,SER_S11#E13#1#158,3,SER_S11/E13/E13_R1/SER_S11_E13_R1_IMAG0463.JPG,2548428,51043,SER_S11,E13,1,158,2015-10-02,14:40:14,21937556,1,1,1,0.4,0.0,0.53,0.07,0.0,0.0,1.0,0.0,,10,,SER_S11/E13/E13_R1/SER_S11_E13_R1_IMAG0463.JPG,"[0.713, 0.004, 0.286, 0.956]",0.988,giraffe
8152,36069,36069,36069,36069,36069,36069,36069,36069,36069,36069,36069,36069,36069,36069,36069,36069,292341,6966264,287225,SER_S11#J12#1#1174,1,SER_S11/J12/J12_R1/SER_S11_J12_R1_IMAG3306.JPG,2610751,113366,SER_S11,J12,1,1174,2015-11-05,18:20:50,29740032,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.67,,13,2.0,SER_S11/J12/J12_R1/SER_S11_J12_R1_IMAG3306.JPG,"[0.1, 0.452, 0.167, 0.146]",0.996,wildebeest
3086,68269,68269,68269,68269,68269,68269,68269,68269,68269,68269,68269,68269,68269,68269,68269,68269,257630,6932430,253391,SER_S11#J02#1#40,3,SER_S11/J02/J02_R1/SER_S11_J02_R1_IMAG0099.JPG,2597953,100568,SER_S11,J02,1,40,2015-08-23,15:33:30,27910434,2,2,2,0.33,0.0,0.0,1.0,0.0,0.0,0.3,0.77,1.0,33,11.0,SER_S11/J02/J02_R1/SER_S11_J02_R1_IMAG0099.JPG,"[0.663, 0, 0.337, 0.948]",0.999,eland
9507,53133,53133,53133,53133,53133,53133,53133,53133,53133,53133,53133,53133,53133,53133,53133,53133,123474,6800936,121897,SER_S11#E09#1#218,1,SER_S11/E09/E09_R1/SER_S11_E09_R1_IMAG0577.JPG,2545834,48449,SER_S11,E09,1,218,2015-09-03,11:53:55,21934968,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.33,0.84,,9,32.0,SER_S11/E09/E09_R1/SER_S11_E09_R1_IMAG0577.JPG,"[0.007, 0.372, 0.991, 0.621]",0.999,hyena
6882,82671,82671,82671,82671,82671,82671,82671,82671,82671,82671,82671,82671,82671,82671,82671,82671,18477,6697471,18432,SER_S11#B13#1#758,2,SER_S11/B13/B13_R1/SER_S11_B13_R1_IMAG2166.JPG,2504543,7158,SER_S11,B13,1,758,2015-08-15,15:03:31,18863925,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.56,0.85,0.0,11,,SER_S11/B13/B13_R1/SER_S11_B13_R1_IMAG2166.JPG,"[0.416, 0.399, 0.145, 0.358]",0.999,impala
9537,80766,80766,80766,80766,80766,80766,80766,80766,80766,80766,80766,80766,80766,80766,80766,80766,409048,7081741,402702,SER_S11#N05#1#617,2,SER_S11/N05/N05_R1/SER_S11_N05_R1_IMAG1743.JPG,2652751,155366,SER_S11,N05,1,617,2015-09-27,10:13:37,31503701,1,1,1,0.67,0.0,0.5,0.0,0.0,0.0,0.67,0.72,,2,,SER_S11/N05/N05_R1/SER_S11_N05_R1_IMAG1743.JPG,"[0.339, 0.47, 0.1, 0.1]",0.998,warthog
7673,105064,105064,105064,105064,105064,105064,105064,105064,105064,105064,105064,105064,105064,105064,105064,105064,96007,6773701,94662,SER_S11#E02#2#53,1,SER_S11/E02/E02_R2/SER_S11_E02_R2_IMAG0142.JPG,2535971,38586,SER_S11,E02,2,53,2015-10-16,11:30:08,21924640,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1,15.0,SER_S11/E02/E02_R2/SER_S11_E02_R2_IMAG0142.JPG,"[0.254, 0.211, 0.366, 0.449]",0.999,zebra
3345,47549,47549,47549,47549,47549,47549,47549,47549,47549,47549,47549,47549,47549,47549,47549,47549,218478,6894073,215034,SER_S11#H05#2#648,1,SER_S11/H05/H05_R2/SER_S11_H05_R2_IMAG1925.JPG,2581496,84111,SER_S11,H05,2,648,2015-12-30,13:24:24,27839545,2,2,2,0.88,0.0,0.25,0.25,0.0,0.0,0.8,0.64,,3,7.0,SER_S11/H05/H05_R2/SER_S11_H05_R2_IMAG1925.JPG,"[0.0, 0, 0.751, 1.0]",0.999,buffalo
8172,58055,58055,58055,58055,58055,58055,58055,58055,58055,58055,58055,58055,58055,58055,58055,58055,91,6679130,91,SER_S11#B03#1#51,3,SER_S11/B03/B03_R1/SER_S11_B03_R1_IMAG0093.JPG,2497435,50,SER_S11,B03,1,51,2015-08-15,10:18:39,18837530,2,1,1,0.12,0.0,0.82,0.06,0.0,0.0,0.89,0.37,,7,19.0,SER_S11/B03/B03_R1/SER_S11_B03_R1_IMAG0093.JPG,"[0.467, 0.633, 0.145, 0.176]",0.894,baboon
9655,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,6865,417975,7090511,411472,SER_S11#N09#2#393,3,SER_S11/N09/N09_R2/SER_S11_N09_R2_IMAG1173.JPG,2655936,158551,SER_S11,N09,2,393,2015-11-09,14:03:06,31510597,11-50,11-50,8,0.38,0.0,0.5,1.0,0.0,0.0,1.0,0.0,,13,2.0,SER_S11/N09/N09_R2/SER_S11_N09_R2_IMAG1173.JPG,"[0, 0.447, 0.114, 0.188]",0.998,wildebeest
5870,85527,85527,85527,85527,85527,85527,85527,85527,85527,85527,85527,85527,85527,85527,85527,85527,463997,7136141,457102,SER_S11#P13#2#443,1,SER_S11/P13/P13_R2/SER_S11_P13_R2_IMAG1250.JPG,2672566,175181,SER_S11,P13,2,443,2015-11-20,16:42:21,31562480,5,5,5,0.7,0.1,0.9,0.5,0.1,0.0,1.0,0.0,,1,15.0,SER_S11/P13/P13_R2/SER_S11_P13_R2_IMAG1250.JPG,"[0.814, 0.541, 0.066, 0.052]",0.988,zebra
6506,41363,41363,41363,41363,41363,41363,41363,41363,41363,41363,41363,41363,41363,41363,41363,41363,198848,6875330,196291,SER_S11#H02#1#52,3,SER_S11/H02/H02_R1/SER_S11_H02_R1_IMAG0121.JPG,2574531,77146,SER_S11,H02,1,52,2015-08-06,15:44:22,27735188,5,4,3,0.71,0.0,0.57,0.86,0.0,0.14,0.58,0.75,,1,15.0,SER_S11/H02/H02_R1/SER_S11_H02_R1_IMAG0121.JPG,"[0.0, 0.479, 0.356, 0.52]",0.994,zebra
2797,59812,59812,59812,59812,59812,59812,59812,59812,59812,59812,59812,59812,59812,59812,59812,59812,265898,6940218,261179,SER_S11#J04#2#159,2,SER_S11/J04/J04_R2/SER_S11_J04_R2_IMAG0451.JPG,2601331,103946,SER_S11,J04,2,159,2015-11-19,10:43:56,27914951,2,2,1,0.0,0.0,1.0,0.12,0.0,0.0,0.89,0.5,,2,,SER_S11/J04/J04_R2/SER_S11_J04_R2_IMAG0451.JPG,"[0.104, 0.518, 0.193, 0.112]",0.999,warthog
918,93109,93109,93109,93109,93109,93109,93109,93109,93109,93109,93109,93109,93109,93109,93109,93109,462045,7134210,455171,SER_S11#P13#1#133,2,SER_S11/P13/P13_R1/SER_S11_P13_R1_IMAG0258.JPG,2671818,174433,SER_S11,P13,1,133,2015-07-17,11:19:47,31561058,1,1,1,0.17,0.0,1.0,0.0,0.0,0.0,0.86,0.59,,30,,SER_S11/P13/P13_R1/SER_S11_P13_R1_IMAG0258.JPG,"[0.007, 0.455, 0.208, 0.536]",0.989,cheetah
1646,33148,33148,33148,33148,33148,33148,33148,33148,33148,33148,33148,33148,33148,33148,33148,33148,248181,6923186,244147,SER_S11#I04#1#348,3,SER_S11/I04/I04_R1/SER_S11_I04_R1_IMAG0755.JPG,2592369,94984,SER_S11,I04,1,348,2015-09-19,07:36:33,27903895,1,1,1,0.25,0.0,0.0,1.0,0.0,0.0,0.36,0.8,1.0,11,,SER_S11/I04/I04_R1/SER_S11_I04_R1_IMAG0755.JPG,"[0.33, 0.77, 0.67, 0.23]",0.998,impala
5122,99108,99108,99108,99108,99108,99108,99108,99108,99108,99108,99108,99108,99108,99108,99108,99108,477208,7149301,470262,SER_S11#R08#1#213,2,SER_S11/R08/R08_R1/SER_S11_R08_R1_IMAG0543.JPG,2677265,179880,SER_S11,R08,1,213,2015-09-25,18:15:18,31602219,1,1,1,0.25,0.0,0.75,0.0,0.0,0.0,0.5,0.89,0.0,11,,SER_S11/R08/R08_R1/SER_S11_R08_R1_IMAG0543.JPG,,0.0,impala
5126,91197,91197,91197,91197,91197,91197,91197,91197,91197,91197,91197,91197,91197,91197,91197,91197,96197,6773888,94849,SER_S11#E02#2#116,3,SER_S11/E02/E02_R2/SER_S11_E02_R2_IMAG0329.JPG,2536035,38650,SER_S11,E02,2,116,2015-10-25,12:45:32,21924703,2,2,1,0.44,0.0,0.89,0.11,0.0,0.0,0.45,0.78,0.0,11,,SER_S11/E02/E02_R2/SER_S11_E02_R2_IMAG0329.JPG,"[0.451, 0.304, 0.174, 0.274]",0.997,impala
4621,75378,75378,75378,75378,75378,75378,75378,75378,75378,75378,75378,75378,75378,75378,75378,75378,465925,7138057,459018,SER_S11#Q06#1#42,2,SER_S11/Q06/Q06_R1/SER_S11_Q06_R1_IMAG0120.JPG,2673271,175886,SER_S11,Q06,1,42,2015-08-05,08:32:42,31563901,1,1,1,0.0,0.0,0.56,0.67,0.0,0.0,0.9,0.47,,35,,SER_S11/Q06/Q06_R1/SER_S11_Q06_R1_IMAG0120.JPG,"[0.301, 0.524, 0.144, 0.122]",0.999,gazellethomsons
6809,56380,56380,56380,56380,56380,56380,56380,56380,56380,56380,56380,56380,56380,56380,56380,56380,93132,6771025,91986,SER_S11#E02#1#48,3,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG0133.JPG,2534925,37540,SER_S11,E02,1,48,2015-08-03,11:35:25,21923661,5,5,3,0.9,1.0,0.1,0.2,0.0,0.5,0.5,0.79,0.8,11,,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG0133.JPG,"[0.242, 0.093, 0.561, 0.89]",0.997,impala
364,3234,3234,3234,3234,3234,3234,3234,3234,3234,3234,3234,3234,3234,3234,3234,3234,216948,6892549,213510,SER_S11#H05#2#138,3,SER_S11/H05/H05_R2/SER_S11_H05_R2_IMAG0401.JPG,2580984,83599,SER_S11,H05,2,138,2015-11-20,12:30:23,27838469,1,1,1,0.3,0.0,0.6,0.4,0.0,0.0,0.91,0.44,,2,,SER_S11/H05/H05_R2/SER_S11_H05_R2_IMAG0401.JPG,"[0.497, 0.245, 0.502, 0.713]",0.888,warthog
